file,mse,TP,FP,FN,TN,parameters,threshold_parameters,no_of_anomalies,first_label,length,first_label_ratio,
elb_request_count_8c0756.csv,9618.821784,1,0,1,3630,lstmWeight=0.05;cnnWeight=0.5;lstmCells=6;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=160;training_ratio=0.1125,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0421905560212;,2,684,4032,0.17,
grok_asg_anomaly.csv,311.733377,2,792,1,3364,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.1125,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0424183325207;,3,1178,4621,0.255,
iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,25001349488260.152,2,571,0,546,lstmWeight=0.008;cnnWeight=0.02;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.1125,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0425724637681;,2,219,1243,0.17600000000000002,
rds_cpu_utilization_cc0c53.csv,18.175359,2,650,0,2980,lstmWeight=0.5;cnnWeight=0.3;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.1125,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0421905560212;,2,2981,4032,0.7390000000000001,
rds_cpu_utilization_e47b3b.csv,36.751461,2,908,0,2722,lstmWeight=0.3;cnnWeight=0.8;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.1125,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0421905560212;,2,847,4032,0.21,
exchange-2_cpc_results.csv,0.077966,0,0,1,1461,lstmWeight=0.5;cnnWeight=0.5;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=40;CNNDL2units=20;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.1125,comparision_window_size=8;threshold_max_multipler=2;training_ratio=0.0423023578363;,1,245,1624,0.151,
exchange-2_cpm_results.csv,0.01859,0,0,2,1462,lstmWeight=0.9;cnnWeight=0.2;lstmCells=5;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=12;sequance_length=20;training_ratio=0.1125,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0423023578363;,2,566,1624,0.349,
exchange-3_cpc_results.csv,0.004858,3,0,0,1385,lstmWeight=0.4;cnnWeight=0.1;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=40;CNNDL2units=20;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.1125,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0417582417582;,3,272,1538,0.177,
exchange-3_cpm_results.csv,0.087845,1,0,0,1385,lstmWeight=0.4;cnnWeight=0.1;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=40;CNNDL2units=20;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.1125,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0417582417582;,1,1046,1538,0.68,
exchange-4_cpc_results.csv,0.020345,2,13,1,1465,lstmWeight=0.5;cnnWeight=0.5;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=40;CNNDL2units=20;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.1125,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0424948594928;,3,341,1643,0.20800000000000002,
exchange-4_cpm_results.csv,0.730928,3,6,1,1473,lstmWeight=0.5;cnnWeight=0.5;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=40;CNNDL2units=20;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.1125,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0424948594928;,4,348,1643,0.212,
ambient_temperature_system_failure.csv,388.681644,0,0,2,6541,lstmWeight=0.2;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=10;sequance_length=70;training_ratio=0.1125,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0423255813953;,2,3541,7267,0.48700000000000004,
cpu_utilization_asg_misconfiguration.csv,4035.645417,0,0,1,16551,lstmWeight=0.5;cnnWeight=0.5;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.1125,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0422596754057;,1,16552,18050,0.917,
ec2_request_latency_system_failure.csv,21.305844,2,0,1,3686,lstmWeight=0.2;cnnWeight=0.8;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.1125,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0421905560212;,3,2015,4032,0.5,
machine_temperature_system_failure.csv,1132.049498,1,0,3,20427,lstmWeight=0.2;cnnWeight=1.0;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=12;sequance_length=60;training_ratio=0.06697499999999999,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0239421987155;,4,2127,22695,0.094,
nyc_taxi.csv,90921949.616553,0,0,5,9285,lstmWeight=0.5;cnnWeight=0.5;lstmCells=4;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=12;sequance_length=60;training_ratio=0.1125,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0423580786026;,5,5840,10320,0.5660000000000001,
rogue_agent_key_hold.csv,0.004139,0,2,2,1690,lstmWeight=0.1;cnnWeight=0.1;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=12;sequance_length=60;training_ratio=0.1125,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0424895272292;,2,670,1882,0.35600000000000004,
rogue_agent_key_updown.csv,123.766294,0,24,2,4761,lstmWeight=0.2;cnnWeight=0.2;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=12;sequance_length=60;training_ratio=0.1125,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0423908435778;,2,2244,5315,0.42200000000000004,
TravelTime_387.csv,531075.727514,1,0,2,2251,lstmWeight=0.1;cnnWeight=0.3;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=15;sequance_length=60;training_ratio=0.1125,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0423614240649;,3,388,2500,0.155,
TravelTime_451.csv,215523.385086,0,0,1,1945,lstmWeight=0.5;cnnWeight=0.1;lstmCells=4;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=12;sequance_length=60;training_ratio=0.1125,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0422094841063;,1,439,2162,0.203,
occupancy_6005.csv,32.184909,0,0,1,2141,lstmWeight=0.3;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=12;sequance_length=60;training_ratio=0.1125,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0425934690014;,1,1646,2380,0.6920000000000001,
occupancy_t4013.csv,192.370441,0,0,2,2250,lstmWeight=0.3;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=12;sequance_length=60;training_ratio=0.1125,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0423614240649;,2,2088,2500,0.835,
speed_6005.csv,701.6095,0,0,1,2261,lstmWeight=0.3;cnnWeight=0.8;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=12;sequance_length=60;training_ratio=0.1125,comparision_window_size=15;threshold_max_multipler=2;training_ratio=0.0423614240649;,1,2262,2500,0.905,
speed_7578.csv,2854.645215,0,0,4,1011,lstmWeight=0.3;cnnWeight=0.8;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=12;sequance_length=60;training_ratio=0.1125,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.042957042957;,4,304,1127,0.27,
speed_t4013.csv,82.661585,2,0,0,2245,lstmWeight=0.2;cnnWeight=0.8;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=12;sequance_length=60;training_ratio=0.1125,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0424379232506;,2,2085,2495,0.836,
Twitter_volume_AAPL.csv,129316.460688,4,93,0,14221,lstmWeight=0.1;cnnWeight=0.5;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=12;sequance_length=60;training_ratio=0.055575,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0196417870697;,4,1236,15902,0.078,
Twitter_volume_AMZN.csv,4927.712427,2,1,2,14250,lstmWeight=0.8;cnnWeight=0.3;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=14;sequance_length=60;training_ratio=0.08122499999999999,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0294926440258;,4,1797,15831,0.114,
Twitter_volume_CRM.csv,27.532062,3,2,0,14307,lstmWeight=0.6;cnnWeight=0.2;lstmCells=4;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=14;sequance_length=60;training_ratio=0.1125,comparision_window_size=15;threshold_max_multipler=2;training_ratio=0.0422984270937;,3,2873,15902,0.18100000000000002,
Twitter_volume_CVS.csv,32.945059,2,0,1,14327,lstmWeight=0.1;cnnWeight=0.3;lstmCells=5;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=12;sequance_length=60;training_ratio=0.06555,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0233562845957;,3,1463,15853,0.092,
Twitter_volume_FB.csv,916.289178,2,16,0,14235,lstmWeight=0.5;cnnWeight=0.1;lstmCells=5;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=12;sequance_length=60;training_ratio=0.1125,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0422003985198;,2,4615,15833,0.29100000000000004,
Twitter_volume_GOOG.csv,585.2315,2,0,1,14410,lstmWeight=0.6;cnnWeight=0.1;lstmCells=5;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=12;sequance_length=60;training_ratio=0.1125,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0422475106686;,3,4107,15842,0.259,
Twitter_volume_IBM.csvnan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
Twitter_volume_KO.csv,270312.820451,0,0,3,14264,lstmWeight=0.2;cnnWeight=0.1;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=12;sequance_length=20;training_ratio=0.1125,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0422234859255;,3,5971,15851,0.377,
Twitter_volume_PFE.csv,11.712806,0,0,4,14270,lstmWeight=0.5;cnnWeight=0.1;lstmCells=4;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=12;sequance_length=200;training_ratio=0.042749999999999996,comparision_window_size=50;threshold_max_multipler=2;training_ratio=0.0148870298399;,4,951,15858,0.06,
Twitter_volume_UPS.csv,496.916923,5,2541,0,11740,lstmWeight=0.2;cnnWeight=0.1;lstmCells=5;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=12;sequance_length=200;training_ratio=0.0463125,comparision_window_size=50;threshold_max_multipler=2;training_ratio=0.0161908538197;,5,1028,15866,0.065,
